"id","name","series","type","race","cost","star","maxLv","maxExp","minHp","maxHp","minAtk","maxAtk","hpGrow","atkGrow","blendValue","saleValue","leaderSkillName","leaderSkillEffect","activeSkillName","activeSkillEffect","activeSkillFactor","normalSkillName","normalSkillEffect","normalSkillFactor"," normalSkillColors","normalSkillName2","normalSkillEffect2","normalSkillFactor2"," normalSkillColors2","passiveSkillName","passiveSkillEffect","getPath1","getPath2","getPath3","evolveParts","evoFriendType","evoFriendRace,"evoFriendLv"
"060","空元素 — Mumu-rium","元素","无","魔物","3","2","30","59544","172","500","96","319","早熟","早熟","190","20","","","心转换‧无 — Heartless: None","将手牌所有的心方块变成无方块（","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无之拍打 — None Beat","对全体敌人造成1.0倍ATK的无属性攻击","1.0","无 无 无 无 无","","","有","无","进化","","不限","不限","0"
"061","火之波克鲁 — Hino-pok-guru","波克鲁","火","妖精","2","1","10","3195","45","190","34","67","平均","平均","75","10","","","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火回复 — Fire Heal","回复10%的HP","","心 火","","","有","无","","49","Lv.1或以上","不限","任何"
"062","火之波克鲁恩 — Hino-pok-guru~n","波克鲁","火","妖精","5","2","30","59544","154","317","64","145","平均","平均","265","20","","","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","火回复Ⅱ — Fire HealII","回复20%的HP","","心 心 火","","","有","无","进化","175 50","Lv.1或以上","不限","任何"
"063","水之波克鲁 — Mizu-pok-guru","波克鲁","水","妖精","2","1","10","3195","43","184","32","57","平均","平均","75","10","","","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水回复 — Aqua Heal","回复10%的HP","","心 水","","","有","无","","51","Lv.1或以上","不限","任何"
"064","水之波克鲁恩 — Mizu-pok-guru~n","波克鲁","水","妖精","5","2","30","59544","150","316","59","136","平均","平均","265","20","","","","","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","水回复Ⅱ — Aqua HealII","回复20%的HP","","心 心 水","","","有","无","进化","176 52","Lv.1或以上","不限","任何"
"065","风之波克鲁 — Kaze-pok-guru","波克鲁","风","妖精","2","1","10","3195","43","185","32","61","平均","平均","75","10","","","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风回复 — Wind Heal","回复10%的HP","","心 风","","","有","无","","53","Lv.1或以上","不限","任何"
"066","风之波克鲁恩 — Kaze-pok-guru~n","波克鲁","风","妖精","5","2","30","59544","144","310","59","145","平均","平均","265","20","","","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","风回复Ⅱ — Wind HealII","回复20%的HP","","心 心 风","","","有","无","进化","177 54","Lv.1或以上","不限","任何"
"067","光之波克鲁 — Pika-pok-guru","波克鲁","光","妖精","2","1","10","3195","38","180","24","61","平均","平均","75","10","","","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光回复 — Light Heal","回复10%的HP","","心 光","","","有","无","","55","Lv.1或以上","不限","任何"
"068","光之波克鲁恩 — Pika-pok-guru~n","波克鲁","光","妖精","5","2","30","59544","140","304","58","135","平均","平均","265","20","","","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","光回复Ⅱ — Light HealII","回复20%的HP","","心 心 光","","","有","无","进化","178 56","Lv.1或以上","不限","任何"
"069","闇之波克鲁 — Yami-pok-guru","波克鲁","闇","妖精","2","1","10","3195","35","178","26","65","平均","平均","75","10","","","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇回复 — Dark Heal","回复10%的HP","","心 闇","","","有","无","","57","Lv.1或以上","不限","任何"
"070","闇之波克鲁恩 — Yami-pok-guru~n","波克鲁","闇","妖精","5","2","30","59544","144","296","66","147","平均","平均","265","20","","","","","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","闇回复Ⅱ — Dark HealII","回复20%的HP","","心 心 闇","","","有","无","进化","179 58","Lv.1或以上","不限","任何"
"071","克鲁波克鲁 — Koro-pok-guru","波克鲁","无","妖精","2","1","10","3195","39","177","27","67","平均","平均","75","10","","","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无回复 — None Heal","回复10%的HP","","心 无","","","有","无","","59","Lv.1或以上","不限","任何"
"072","克鲁波克鲁恩 — Koro-pok-guru~n","波克鲁","无","妖精","5","2","30","59544","147","309","62","147","平均","平均","265","20","","","","","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","无回复Ⅱ — None HealII","回复20%的HP","","心 心 无","","","有","无","进化","180 60","Lv.1或以上","不限","任何"
"073","小猫‧火 — Kitty: Fire","猫","火","兽","2","1","10","4793","65","319","66","164","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","","","有","无","","163","Lv.1或以上","不限","任何"
"074","猫‧火 — Cat: Fire","猫","火","兽","5","2","30","89317","252","608","142","530","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","","","陷阱回避：移动Ⅰ — Trap Cancel: MoveI","回避Lv1或以下的移动系陷阱","有","无","进化","","不限","不限","0"
"075","小猫‧水 — Kitty: Aqua","猫","水","兽","2","1","10","4793","68","340","65","153","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","水球 — Aqua Ball","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","","","","","","","有","无","","164","Lv.1或以上","不限","任何"
"076","猫‧水 — Cat: Aqua","猫","水","兽","5","2","30","89317","278","646","135","522","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","","","陷阱回避：状态Ⅰ — Trap Cancel: StateI","回避Lv1或以下的状态异常系陷阱","有","无","进化","","不限","不限","0"
"077","小猫‧风 — Kitty: Wind","猫","风","兽","2","1","10","4793","72","333","67","157","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","","","","","","","有","无","","165","Lv.1或以上","不限","任何"
"078","猫‧风 — Cat: Wind","猫","风","兽","5","2","30","89317","264","631","143","507","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","","","陷阱回避：环境Ⅰ — Trap Cancel: SceneI","回避Lv1或以下的环境变化系陷阱","有","无","进化","","不限","不限","0"
"079","小猫‧光 — Kitty: Light","猫","光","兽","2","1","10","4793","69","307","64","150","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","","","","","","","有","无","","166","Lv.1或以上","不限","任何"
"080","猫‧光 — Cat: Light","猫","光","兽","5","2","30","89317","247","596","71","517","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","","","陷阱回避：伤害Ⅰ — Trap Cancel: DamageI","回避Lv1或以下的伤害系陷阱","有","无","进化","","不限","不限","0"
"081","小猫‧闇 — Kitty: Dark","猫","闇","兽","2","1","10","4793","73","324","73","161","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","闇球 — Dark Ball","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","","","","","","","有","无","","167","Lv.1或以上","不限","任何"
"082","猫‧闇 — Cat: Dark","猫","闇","兽","5","2","30","89317","263","618","150","536","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","","","陷阱回避：移动Ⅰ — Trap Cancel: MoveI","回避Lv1或以下的移动系陷阱","有","无","进化","","不限","不限","0"
"083","小猫‧无 — Kitty: None","猫","无","兽","2","1","10","4793","66","320","60","152","平均","平均","75","60","","","SP回复 — SP Heal","回复2格SP","","无球 — None Ball","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","","","","","","","有","无","","168","Lv.1或以上","不限","任何"
"084","猫‧无 — Cat: None","猫","无","兽","5","2","30","89317","261","619","125","525","平均","平均","265","80","","","SP回复Ⅱ — SP HealII","回复4格SP","","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","","","陷阱回避：状态Ⅰ — Trap Cancel: StateI","回避Lv1或以下的状态异常系陷阱","有","无","进化","","不限","不限","0"
"085","Firetron","第三世代","火","机械","4","1","25","55650","133","820","105","320","晚成","平均","150","60","","","","","","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","","","","","有","无","","169","Lv.1或以上","不限","任何"
"086","Firetron: Zwei","第三世代","火","机械","7","2","70","779937","658","2564","291","790","晚成","平均","410","80","火属性提升：生命 — Fire Rise: Life","所有火属性Unit的HP提升至1.5倍","","","","火之重击 — Fire Blow","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","火之冲刺 — Fire Rush","对全体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火 火 火","","","无","无","进化","175 169 169","Lv.1或以上","不限","任何"
"087","Watertron","第三世代","水","机械","4","1","25","14463","142","834","98","310","晚成","平均","150","60","","","","","","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","","","","","有","无","","170","Lv.1或以上","不限","任何"
"088","Watertron: Zwei","第三世代","水","机械","7","2","70","331457","661","2676","271","729","晚成","平均","410","80","水属性提升：生命 — Aqua Rise: Life","所有水属性Unit的HP提升至1.5倍","","","","水之重击 — Aqua Blow","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","水之冲刺 — Aqua Rush","对全体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水 水 水","","","无","无","进化","176 170 170","Lv.1或以上","不限","任何"
"089","Windron","第三世代","风","机械","4","1","25","14463","136","840","105","311","晚成","平均","150","60","","","","","","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","","","","","有","无","","171","Lv.1或以上","不限","任何"
"090","Windron: Zwei","第三世代","风","机械","7","2","70","331457","672","2618","280","756","晚成","平均","410","80","风属性提升：生命 — Wind Rise: Life","所有风属性Unit的HP提升至1.5倍","","","","风之重击 — Wind Blow","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","风之冲刺 — Wind Rush","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风 风 风","","","无","无","进化","177 171 171","Lv.1或以上","不限","任何"
"091","Lightron","第三世代","光","机械","4","1","25","14463","120","696","121","350","晚成","平均","150","60","","","","","","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","","","","","有","无","","172","Lv.1或以上","不限","任何"
"092","Lightron: Zwei","第三世代","光","机械","7","2","70","331457","561","2535","314","935","晚成","平均","410","80","光属性提升：生命 — Light Rise: Life","所有光属性Unit的HP提升至1.5倍","","","","光之重击 — Light Blow","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","光之冲刺 — Light Rush","对全体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光 光 光","","","无","无","进化","178 172 172","Lv.1或以上","不限","任何"
"093","Darktron","第三世代","闇","机械","4","1","25","14463","110","665","126","370","晚成","平均","150","60","","","","","","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","","","","","","","有","无","","173","Lv.1或以上","不限","任何"
"094","Darktron: Zwei","第三世代","闇","机械","7","2","70","331457","540","1980","314","958","晚成","平均","410","80","闇属性提升：生命 — Dark Rise: Life","所有闇属性Unit的HP提升至1.5倍","","","","闇之重击 — Dark Blow","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","闇之冲刺 — Dark Rush","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇 闇","","","无","无","进化","179 173 173","Lv.1或以上","不限","任何"
"095","Nontron","第三世代","无","机械","4","1","25","14463","126","774","114","331","晚成","平均","150","60","","","","","","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","","","","","有","无","","174","Lv.1或以上","不限","任何"
"096","Nontron: Zwei","第三世代","无","机械","7","2","70","331457","619","2745","294","829","晚成","平均","410","80","无属性提升：生命 — None Rise: Life","所有无属性Unit的HP提升至1.5倍","","","","无之重击 — None Blow","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","无之冲刺 — None Rush","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","无","进化","180 174 174","Lv.1或以上","不限","任何"
"097","火锋 — Flame Edge","刑者","火","魔物","6","2","25","55650","60","653","71","394","平均","平均","225","80","","","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","火锋 — Flame Edge","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","","","有","无","","61 49","Lv.1或以上","不限","任何"
